0,1,0
0,2,1
0,3,2
0,4,3
0,5,4
0,9,5
0,10,6
0,26,7
0,29,8
0,31,9
0,32,10
1,1,0
1,2,1
1,3,2
1,4,3
1,5,4
1,9,5
1,10,6
1,29,7
1,31,8
1,32,9
1,26,10
2,1,0
2,2,1
2,3,2
2,4,3
2,5,4
2,9,5
2,10,6
2,29,7
2,31,8
2,32,9
3,1,0
3,2,1
3,3,2
3,4,3
3,5,4
3,9,5
3,10,6
3,13,7
3,19,8
3,20,9
3,29,10
3,31,11
3,32,12
4,1,0
4,2,1
4,3,2
4,4,3
4,5,4
4,9,5
4,10,6
4,13,7
4,19,8
4,20,9
4,26,10
4,29,11
4,31,12
4,32,13
5,1,0
5,2,1
5,3,2
5,4,3
5,5,4
5,9,5
5,10,6
5,13,7
5,19,8
5,20,9
5,26,10
5,29,11
5,31,12
5,32,13
6,1,0
6,2,1
6,3,2
6,4,3
6,5,4
6,9,5
6,10,6
6,26,7
6,29,8
6,31,9
6,32,10
7,1,0
7,2,1
7,3,2
7,4,3
7,5,4
7,9,5
7,10,6
7,29,7
7,31,8
7,32,9
7,26,10
8,1,0
8,2,1
8,3,2
8,4,3
8,5,4
8,9,5
8,10,6
8,26,7
8,29,8
8,31,9
8,32,10
9,1,0
9,2,1
9,3,2
9,4,3
9,5,4
9,9,5
9,16,6
9,26,7
9,29,8
9,31,9
9,32,10
10,0,0
10,1,1
10,3,2
10,4,3
10,5,4
10,9,5
10,12,6
10,16,7
10,30,8
10,31,9
10,32,10
10,26,11
11,0,0
11,1,1
11,3,2
11,4,3
11,5,4
11,9,5
11,12,6
11,16,7
11,26,8
11,30,9
11,31,10
11,32,11
12,1,0
12,2,1
12,3,2
12,4,3
12,5,4
12,7,5
12,8,6
12,9,7
12,10,8
12,14,9
12,22,10
12,26,11
12,29,12
12,31,13
12,32,14
12,33,15
13,1,0
13,2,1
13,3,2
13,4,3
13,5,4
13,7,5
13,8,6
13,9,7
13,10,8
13,11,9
13,14,10
13,15,11
13,17,12
13,22,13
13,26,14
13,29,15
13,31,16
13,32,17
13,33,18
14,1,0
14,2,1
14,3,2
14,4,3
14,5,4
14,7,5
14,8,6
14,9,7
14,10,8
14,11,9
14,14,10
14,15,11
14,17,12
14,26,13
14,29,14
14,31,15
14,32,16
14,33,17
15,1,0
15,2,1
15,3,2
15,4,3
15,5,4
15,7,5
15,8,6
15,9,7
15,15,8
15,18,9
15,21,10
15,23,11
15,24,12
15,26,13
15,29,14
15,31,15
15,32,16
15,33,17
16,1,0
16,2,1
16,3,2
16,4,3
16,5,4
16,7,5
16,8,6
16,9,7
16,11,8
16,10,9
16,15,10
16,18,11
16,21,12
16,23,13
16,24,14
16,26,15
16,29,16
16,31,17
16,32,18
16,33,19
17,1,0
17,2,1
17,3,2
17,4,3
17,5,4
17,7,5
17,8,6
17,9,7
17,10,8
17,11,9
17,18,10
17,21,11
17,23,12
17,24,13
17,26,14
17,29,15
17,31,16
17,32,17
17,33,18
18,1,0
18,2,1
18,3,2
18,4,3
18,5,4
18,9,5
18,11,6
18,17,7
18,26,8
18,29,9
18,31,10
18,32,11
19,1,0
19,2,1
19,3,2
19,4,3
19,5,4
19,9,5
19,11,6
19,12,7
19,17,8
19,26,9
19,29,10
19,31,11
19,32,12
20,0,0
20,1,1
20,2,2
20,3,3
20,4,4
20,5,5
20,9,6
20,11,7
20,12,8
20,17,9
20,24,10
20,26,11
20,29,12
20,30,13
20,31,14
20,32,15
21,1,0
21,2,1
21,3,2
21,4,3
21,5,4
21,9,5
